2014,ZGO,away,Fenerbahce Ulker Istanbul,,,,,,November 27 19:15 CET,2014-11-27
2014,ZGO,home,FC Barcelona,,,,,,December 5 19:00 CET,2014-12-05
2014,ZGO,away,FC Bayern Munich,,,,,,December 11 20:15 CET,2014-12-11
2014,ZGO,home,EA7 Emporio Armani Milan,,,,,,,
2014,MAD,home,Zalgiris Kaunas,,,,,,October 17 19:30 CET,2014-10-17
2014,MAD,away,Unics Kazan,,,,,,October 24 CET,2014-10-24
2014,MAD,home,Nizhny Novgorod,,,,,,October 30 21:00 CET,2014-10-30
2014,MAD,home,Dinamo Banco di Sardegna Sassari,,,,,,November 5 20:45 CET,2014-11-05
2014,MAD,away,Anadolu Efes Istanbul,,,,,,November 14 19:00 CET,2014-11-14
2014,MAD,away,Zalgiris Kaunas,,,,,,November 21 18:45 CET,2014-11-21
2014,MAD,home,Unics Kazan,,,,,,November 27 20:45 CET,2014-11-27
2014,MAD,away,Nizhny Novgorod,,,,,,December 4 18:00 CET,2014-12-04
2014,MAD,away,Dinamo Banco di Sardegna Sassari,,,,,,December 12 20:30 CET,2014-12-12
2014,MAD,home,Anadolu Efes Istanbul,,,,,,,
2014,MAL,away,Cedevita Zagreb,,,,,,October 16 19:00 CET,2014-10-16
2014,MAL,home,ALBA Berlin,,,,,,October 24 20:45 CET,2014-10-24
2014,MAL,home,Limoges CSP,,,,,,October 31 20:45 CET,2014-10-31
2014,MAL,away,CSKA Moscow,,,,,,November 7 18:00 CET,2014-11-07
2014,MAL,home,Maccabi Electra Tel Aviv,,,,,,November 13 20:45 CET,2014-11-13
2014,MAL,home,Cedevita Zagreb,,,,,,November 21 20:45 CET,2014-11-21
2014,MAL,away,ALBA Berlin,,,,,,November 27 20:15 CET,2014-11-27
2014,MAL,away,Limoges CSP,,,,,,December 4 20:00 CET,2014-12-04
2014,MAL,home,CSKA Moscow,,,,,,December 11 20:45 CET,2014-12-11
2014,MAL,away,Maccabi Electra Tel Aviv,,,,,,,
2014,UNK,away,Anadolu Efes Istanbul,,,,,,October 16 19:00 CET,2014-10-16
2014,UNK,home,Real Madrid,,,,,,October 24 CET,2014-10-24
2014,UNK,home,Dinamo Banco di Sardegna Sassari,,,,,,October 30 CET,2014-10-30
2014,UNK,away,Zalgiris Kaunas,,,,,,November 7 18:45 CET,2014-11-07
2014,UNK,home,Nizhny Novgorod,,,,,,November 13 CET,2014-11-13
2014,UNK,home,Anadolu Efes Istanbul,,,,,,November 21 CET,2014-11-21
2014,UNK,away,Real Madrid,,,,,,November 27 20:45 CET,2014-11-27
2014,UNK,away,Dinamo Banco di Sardegna Sassari,,,,,,December 4 20:30 CET,2014-12-04
2014,UNK,home,Zalgiris Kaunas,,,,,,December 12 CET,2014-12-12
2014,UNK,away,Nizhny Novgorod,,,,,,,
2014,PAM,home,Olympiacos Piraeus,,,,,,October 16 21:00 CET,2014-10-16
2014,PAM,away,Galatasaray Liv Hospital Istanbul,,,,,,October 23 19:00 CET,2014-10-23
2014,PAM,away,Crvena Zvezda Telekom Belgrade,,,,,,October 30 19:00 CET,2014-10-30
2014,PAM,home,Laboral Kutxa Vitoria,,,,,,November 7 20:45 CET,2014-11-07
2014,PAM,away,Neptunas Klaipeda,,,,,,November 13 18:30 CET,2014-11-13
2014,PAM,away,Olympiacos Piraeus,,,,,,November 20 20:30 CET,2014-11-20
2014,PAM,home,Galatasaray Liv Hospital Istanbul,,,,,,November 28 21:00 CET,2014-11-28
2014,PAM,home,Crvena Zvezda Telekom Belgrade,,,,,,December 5 21:00 CET,2014-12-05
2014,PAM,away,Laboral Kutxa Vitoria,,,,,,December 12 20:30 CET,2014-12-12
2014,PAM,home,Neptunas Klaipeda,,,,,,,
2014,ZAL,away,Real Madrid,,,,,,October 17 19:30 CET,2014-10-17
2014,ZAL,home,Nizhny Novgorod,,,,,,October 24 18:45 CET,2014-10-24
2014,ZAL,away,Anadolu Efes Istanbul,,,,,,October 30 18:45 CET,2014-10-30
2014,ZAL,home,Unics Kazan,,,,,,November 7 18:45 CET,2014-11-07
2014,ZAL,away,Dinamo Banco di Sardegna Sassari,,,,,,November 14 20:30 CET,2014-11-14
2014,ZAL,home,Real Madrid,,,,,,November 21 18:45 CET,2014-11-21
2014,ZAL,away,Nizhny Novgorod,,,,,,November 28 18:00 CET,2014-11-28
2014,ZAL,home,Anadolu Efes Istanbul,,,,,,December 4 18:45 CET,2014-12-04
2014,ZAL,away,Unics Kazan,,,,,,December 12 CET,2014-12-12
2014,ZAL,home,Dinamo Banco di Sardegna Sassari,,,,,,,
