year,school_id,school_name,week,rank
1989,louisville,Louisville Cardinals,1/31,7
1989,louisville,Louisville Cardinals,2/7,4
1989,louisville,Louisville Cardinals,2/14,10
1989,louisville,Louisville Cardinals,2/21,8
1989,louisville,Louisville Cardinals,2/28,14
1989,louisville,Louisville Cardinals,3/7,16
1989,louisville,Louisville Cardinals,Final,12
1988,louisville,Louisville Cardinals,Pre,13
1988,louisville,Louisville Cardinals,12/1,14
1988,louisville,Louisville Cardinals,12/8,
1988,louisville,Louisville Cardinals,12/15,
1988,louisville,Louisville Cardinals,12/22,
1988,louisville,Louisville Cardinals,12/29,20
1988,louisville,Louisville Cardinals,1/5,
1988,louisville,Louisville Cardinals,1/12,
1988,louisville,Louisville Cardinals,1/19,
1988,louisville,Louisville Cardinals,1/26,
1988,louisville,Louisville Cardinals,2/2,
1988,louisville,Louisville Cardinals,2/9,
1988,louisville,Louisville Cardinals,2/16,
1988,louisville,Louisville Cardinals,2/23,
1988,louisville,Louisville Cardinals,3/1,
1988,louisville,Louisville Cardinals,3/8,
1988,louisville,Louisville Cardinals,Final,
1987,louisville,Louisville Cardinals,Pre,2
1987,louisville,Louisville Cardinals,12/2,
1987,louisville,Louisville Cardinals,12/9,
1987,louisville,Louisville Cardinals,12/16,
1987,louisville,Louisville Cardinals,12/23,
1987,louisville,Louisville Cardinals,12/30,
1987,louisville,Louisville Cardinals,1/6,
1987,louisville,Louisville Cardinals,1/13,
1987,louisville,Louisville Cardinals,1/20,
1987,louisville,Louisville Cardinals,1/27,
1987,louisville,Louisville Cardinals,2/3,
1987,louisville,Louisville Cardinals,2/10,
1987,louisville,Louisville Cardinals,2/17,
1987,louisville,Louisville Cardinals,2/24,
1987,louisville,Louisville Cardinals,3/3,
1987,louisville,Louisville Cardinals,Final,
1986,louisville,Louisville Cardinals,Pre,9
1986,louisville,Louisville Cardinals,11/26,9
1986,louisville,Louisville Cardinals,12/3,16
1986,louisville,Louisville Cardinals,12/10,15
1986,louisville,Louisville Cardinals,12/17,16
1986,louisville,Louisville Cardinals,12/24,15
1986,louisville,Louisville Cardinals,12/31,18
1986,louisville,Louisville Cardinals,1/7,17
1986,louisville,Louisville Cardinals,1/14,18
1986,louisville,Louisville Cardinals,1/21,13
1986,louisville,Louisville Cardinals,1/28,18
1986,louisville,Louisville Cardinals,2/4,16
1986,louisville,Louisville Cardinals,2/11,19
1986,louisville,Louisville Cardinals,2/18,16
1986,louisville,Louisville Cardinals,2/25,13
1986,louisville,Louisville Cardinals,3/4,11
1986,louisville,Louisville Cardinals,Final,7
1985,louisville,Louisville Cardinals,Pre,17
1985,louisville,Louisville Cardinals,11/27,6
1985,louisville,Louisville Cardinals,12/4,6
1985,louisville,Louisville Cardinals,12/11,14
1985,louisville,Louisville Cardinals,12/18,12
1985,louisville,Louisville Cardinals,12/25,20
1985,louisville,Louisville Cardinals,1/1,
1985,louisville,Louisville Cardinals,1/8,
1985,louisville,Louisville Cardinals,1/15,
1985,louisville,Louisville Cardinals,1/22,
1985,louisville,Louisville Cardinals,1/29,
1985,louisville,Louisville Cardinals,2/5,
1985,louisville,Louisville Cardinals,2/12,
1985,louisville,Louisville Cardinals,2/19,
1985,louisville,Louisville Cardinals,2/26,
1985,louisville,Louisville Cardinals,3/5,
1985,louisville,Louisville Cardinals,Final,
1984,louisville,Louisville Cardinals,Pre,6
1984,louisville,Louisville Cardinals,11/29,
1984,louisville,Louisville Cardinals,12/6,
1984,louisville,Louisville Cardinals,12/13,16
1984,louisville,Louisville Cardinals,12/20,10
1984,louisville,Louisville Cardinals,12/27,14
1984,louisville,Louisville Cardinals,1/3,
1984,louisville,Louisville Cardinals,1/10,
1984,louisville,Louisville Cardinals,1/17,
1984,louisville,Louisville Cardinals,1/24,14
1984,louisville,Louisville Cardinals,1/31,17
1984,louisville,Louisville Cardinals,2/7,15
1984,louisville,Louisville Cardinals,2/14,
1984,louisville,Louisville Cardinals,2/21,
1984,louisville,Louisville Cardinals,2/28,
1984,louisville,Louisville Cardinals,3/6,18
1984,louisville,Louisville Cardinals,Final,
1983,louisville,Louisville Cardinals,Pre,8
1983,louisville,Louisville Cardinals,11/30,7
1983,louisville,Louisville Cardinals,12/7,13
1983,louisville,Louisville Cardinals,12/14,12
1983,louisville,Louisville Cardinals,12/21,14
1983,louisville,Louisville Cardinals,12/28,13
1983,louisville,Louisville Cardinals,1/4,13
1983,louisville,Louisville Cardinals,1/11,9
1983,louisville,Louisville Cardinals,1/18,9
1983,louisville,Louisville Cardinals,1/25,8
1983,louisville,Louisville Cardinals,2/1,12
1983,louisville,Louisville Cardinals,2/8,11
1983,louisville,Louisville Cardinals,2/15,9
1983,louisville,Louisville Cardinals,2/22,5
1983,louisville,Louisville Cardinals,3/1,3
1983,louisville,Louisville Cardinals,3/8,3
1983,louisville,Louisville Cardinals,Final,2
1982,louisville,Louisville Cardinals,Pre,4
1982,louisville,Louisville Cardinals,12/1,3
1982,louisville,Louisville Cardinals,12/8,3
1982,louisville,Louisville Cardinals,12/15,3
1982,louisville,Louisville Cardinals,12/22,8
1982,louisville,Louisville Cardinals,12/29,14
1982,louisville,Louisville Cardinals,1/5,12
1982,louisville,Louisville Cardinals,1/12,17
1982,louisville,Louisville Cardinals,1/19,17
1982,louisville,Louisville Cardinals,1/26,
1982,louisville,Louisville Cardinals,2/2,
1982,louisville,Louisville Cardinals,2/9,
1982,louisville,Louisville Cardinals,2/16,
1982,louisville,Louisville Cardinals,2/23,
1982,louisville,Louisville Cardinals,3/2,
1982,louisville,Louisville Cardinals,Final,20
1981,louisville,Louisville Cardinals,Pre,3
1981,louisville,Louisville Cardinals,12/2,8
1981,louisville,Louisville Cardinals,12/9,
1981,louisville,Louisville Cardinals,12/16,20
1981,louisville,Louisville Cardinals,12/23,
1981,louisville,Louisville Cardinals,12/30,
1981,louisville,Louisville Cardinals,1/6,
1981,louisville,Louisville Cardinals,1/13,
1981,louisville,Louisville Cardinals,1/20,
1981,louisville,Louisville Cardinals,1/27,
1981,louisville,Louisville Cardinals,2/3,
1981,louisville,Louisville Cardinals,2/10,
1981,louisville,Louisville Cardinals,2/17,
1981,louisville,Louisville Cardinals,2/24,20
1981,louisville,Louisville Cardinals,3/3,17
1981,louisville,Louisville Cardinals,Final,12
1980,louisville,Louisville Cardinals,Pre,10
1980,louisville,Louisville Cardinals,12/4,14
1980,louisville,Louisville Cardinals,12/11,12
1980,louisville,Louisville Cardinals,12/18,11
1980,louisville,Louisville Cardinals,12/26,12
1980,louisville,Louisville Cardinals,1/2,15
1980,louisville,Louisville Cardinals,1/8,11
1980,louisville,Louisville Cardinals,1/15,7
1980,louisville,Louisville Cardinals,1/22,7
1980,louisville,Louisville Cardinals,1/29,7
1980,louisville,Louisville Cardinals,2/5,3
1980,louisville,Louisville Cardinals,2/12,3
1980,louisville,Louisville Cardinals,2/19,2
1980,louisville,Louisville Cardinals,2/26,4
1980,louisville,Louisville Cardinals,Final,2
1979,louisville,Louisville Cardinals,Pre,4
1979,louisville,Louisville Cardinals,11/28,5
1979,louisville,Louisville Cardinals,12/5,7
1979,louisville,Louisville Cardinals,12/12,4
1979,louisville,Louisville Cardinals,12/19,12
1979,louisville,Louisville Cardinals,12/26,10
1979,louisville,Louisville Cardinals,1/3,16
1979,louisville,Louisville Cardinals,1/9,12
1979,louisville,Louisville Cardinals,1/16,7
1979,louisville,Louisville Cardinals,1/23,5
1979,louisville,Louisville Cardinals,1/30,6
1979,louisville,Louisville Cardinals,2/6,5
1979,louisville,Louisville Cardinals,2/13,9
1979,louisville,Louisville Cardinals,2/20,13
1979,louisville,Louisville Cardinals,2/27,13
1979,louisville,Louisville Cardinals,3/6,18
1979,louisville,Louisville Cardinals,Final,13
1978,louisville,Louisville Cardinals,Pre,10
1978,louisville,Louisville Cardinals,11/29,9
1978,louisville,Louisville Cardinals,12/6,16
1978,louisville,Louisville Cardinals,12/13,10
1978,louisville,Louisville Cardinals,12/20,8
1978,louisville,Louisville Cardinals,12/27,7
1978,louisville,Louisville Cardinals,1/3,10
1978,louisville,Louisville Cardinals,1/10,9
1978,louisville,Louisville Cardinals,1/17,9
1978,louisville,Louisville Cardinals,1/24,12
1978,louisville,Louisville Cardinals,1/31,9
1978,louisville,Louisville Cardinals,2/7,9
1978,louisville,Louisville Cardinals,2/14,9
1978,louisville,Louisville Cardinals,2/21,20
1978,louisville,Louisville Cardinals,2/28,20
1978,louisville,Louisville Cardinals,3/6,12
1978,louisville,Louisville Cardinals,Final,9
1977,louisville,Louisville Cardinals,Pre,9
1977,louisville,Louisville Cardinals,11/30,7
1977,louisville,Louisville Cardinals,12/7,14
1977,louisville,Louisville Cardinals,12/14,17
1977,louisville,Louisville Cardinals,12/21,13
1977,louisville,Louisville Cardinals,12/28,14
1977,louisville,Louisville Cardinals,1/4,14
1977,louisville,Louisville Cardinals,1/11,13
1977,louisville,Louisville Cardinals,1/18,12
1977,louisville,Louisville Cardinals,1/25,11
1977,louisville,Louisville Cardinals,2/1,9
1977,louisville,Louisville Cardinals,2/8,6
1977,louisville,Louisville Cardinals,2/15,8
1977,louisville,Louisville Cardinals,2/22,10
1977,louisville,Louisville Cardinals,3/1,10
1977,louisville,Louisville Cardinals,3/8,14
1977,louisville,Louisville Cardinals,Final,19
1976,louisville,Louisville Cardinals,Pre,8
1976,louisville,Louisville Cardinals,12/2,6
1976,louisville,Louisville Cardinals,12/9,6
1976,louisville,Louisville Cardinals,12/16,10
1976,louisville,Louisville Cardinals,12/23,11
1976,louisville,Louisville Cardinals,12/30,11
1976,louisville,Louisville Cardinals,1/6,16
1976,louisville,Louisville Cardinals,1/13,
1976,louisville,Louisville Cardinals,1/20,
1976,louisville,Louisville Cardinals,1/27,
1976,louisville,Louisville Cardinals,2/3,
1976,louisville,Louisville Cardinals,2/10,
1976,louisville,Louisville Cardinals,2/17,19
1976,louisville,Louisville Cardinals,2/24,
1976,louisville,Louisville Cardinals,3/2,
1976,louisville,Louisville Cardinals,3/9,
1976,louisville,Louisville Cardinals,Final,
1975,louisville,Louisville Cardinals,Pre,8
1975,louisville,Louisville Cardinals,12/3,6
1975,louisville,Louisville Cardinals,12/10,4
1975,louisville,Louisville Cardinals,12/17,4
1975,louisville,Louisville Cardinals,12/24,4
1975,louisville,Louisville Cardinals,12/31,4
1975,louisville,Louisville Cardinals,1/7,3
1975,louisville,Louisville Cardinals,1/14,3
1975,louisville,Louisville Cardinals,1/21,2
1975,louisville,Louisville Cardinals,1/28,3
1975,louisville,Louisville Cardinals,2/4,3
1975,louisville,Louisville Cardinals,2/11,6
1975,louisville,Louisville Cardinals,2/18,6
1975,louisville,Louisville Cardinals,2/25,3
1975,louisville,Louisville Cardinals,3/4,3
1975,louisville,Louisville Cardinals,3/11,3
1975,louisville,Louisville Cardinals,3/18,3
1975,louisville,Louisville Cardinals,3/25,4
1975,louisville,Louisville Cardinals,Final,4
1974,louisville,Louisville Cardinals,Pre,9
1974,louisville,Louisville Cardinals,12/4,9
1974,louisville,Louisville Cardinals,12/11,9
1974,louisville,Louisville Cardinals,12/18,8
1974,louisville,Louisville Cardinals,12/25,8
1974,louisville,Louisville Cardinals,1/2,13
1974,louisville,Louisville Cardinals,1/8,11
1974,louisville,Louisville Cardinals,1/15,16
1974,louisville,Louisville Cardinals,1/22,14
1974,louisville,Louisville Cardinals,1/29,15
1974,louisville,Louisville Cardinals,2/5,15
1974,louisville,Louisville Cardinals,2/12,18
1974,louisville,Louisville Cardinals,2/19,20
1974,louisville,Louisville Cardinals,2/26,20
1974,louisville,Louisville Cardinals,3/5,18
1974,louisville,Louisville Cardinals,3/12,16
1974,louisville,Louisville Cardinals,3/19,
1974,louisville,Louisville Cardinals,Final,
1973,louisville,Louisville Cardinals,Pre,20
1973,louisville,Louisville Cardinals,12/5,
1973,louisville,Louisville Cardinals,12/12,
1973,louisville,Louisville Cardinals,12/19,
1973,louisville,Louisville Cardinals,12/26,
1973,louisville,Louisville Cardinals,1/2,
1973,louisville,Louisville Cardinals,1/9,20
1973,louisville,Louisville Cardinals,1/16,20
1973,louisville,Louisville Cardinals,1/23,
1973,louisville,Louisville Cardinals,1/30,
1973,louisville,Louisville Cardinals,2/6,
1973,louisville,Louisville Cardinals,2/13,
1973,louisville,Louisville Cardinals,2/20,
1973,louisville,Louisville Cardinals,2/27,
1973,louisville,Louisville Cardinals,3/6,
1973,louisville,Louisville Cardinals,Final,
1972,louisville,Louisville Cardinals,Pre,9
1972,louisville,Louisville Cardinals,12/7,16
1972,louisville,Louisville Cardinals,12/14,17
1972,louisville,Louisville Cardinals,12/21,19
1972,louisville,Louisville Cardinals,12/28,15
1972,louisville,Louisville Cardinals,1/4,7
1972,louisville,Louisville Cardinals,1/11,5
1972,louisville,Louisville Cardinals,1/18,6
1972,louisville,Louisville Cardinals,1/25,4
1972,louisville,Louisville Cardinals,2/1,3
1972,louisville,Louisville Cardinals,2/8,4
1972,louisville,Louisville Cardinals,2/15,4
1972,louisville,Louisville Cardinals,2/22,3
1972,louisville,Louisville Cardinals,2/29,2
1972,louisville,Louisville Cardinals,3/7,4
1972,louisville,Louisville Cardinals,Final,4
1971,louisville,Louisville Cardinals,Pre,
1971,louisville,Louisville Cardinals,12/8,20
1971,louisville,Louisville Cardinals,12/15,
1971,louisville,Louisville Cardinals,12/22,
1971,louisville,Louisville Cardinals,12/29,17
1971,louisville,Louisville Cardinals,1/5,13
1971,louisville,Louisville Cardinals,1/12,16
1971,louisville,Louisville Cardinals,1/19,
1971,louisville,Louisville Cardinals,1/26,
1971,louisville,Louisville Cardinals,2/2,
1971,louisville,Louisville Cardinals,2/9,
1971,louisville,Louisville Cardinals,2/16,19
1971,louisville,Louisville Cardinals,2/23,15
1971,louisville,Louisville Cardinals,3/2,
1971,louisville,Louisville Cardinals,3/9,
1971,louisville,Louisville Cardinals,Final,
1970,louisville,Louisville Cardinals,Pre,15
1970,louisville,Louisville Cardinals,12/9,11
1970,louisville,Louisville Cardinals,12/16,14
1970,louisville,Louisville Cardinals,12/23,14
1970,louisville,Louisville Cardinals,12/30,
1970,louisville,Louisville Cardinals,1/6,20
1970,louisville,Louisville Cardinals,1/13,18
1970,louisville,Louisville Cardinals,1/20,18
1970,louisville,Louisville Cardinals,1/27,
1970,louisville,Louisville Cardinals,2/3,
1970,louisville,Louisville Cardinals,2/10,
1970,louisville,Louisville Cardinals,2/17,19
1970,louisville,Louisville Cardinals,2/24,
1970,louisville,Louisville Cardinals,3/3,
1970,louisville,Louisville Cardinals,Final,
1969,louisville,Louisville Cardinals,Pre,
1969,louisville,Louisville Cardinals,12/3,
1969,louisville,Louisville Cardinals,12/10,
1969,louisville,Louisville Cardinals,12/17,19
1969,louisville,Louisville Cardinals,12/24,14
1969,louisville,Louisville Cardinals,12/31,14
1969,louisville,Louisville Cardinals,1/7,14
1969,louisville,Louisville Cardinals,1/14,
1969,louisville,Louisville Cardinals,1/21,
1969,louisville,Louisville Cardinals,1/28,
1969,louisville,Louisville Cardinals,2/4,
1969,louisville,Louisville Cardinals,2/11,20
1969,louisville,Louisville Cardinals,2/18,13
1969,louisville,Louisville Cardinals,2/25,11
1969,louisville,Louisville Cardinals,Final,15
1968,louisville,Louisville Cardinals,Pre,3
1968,louisville,Louisville Cardinals,12/5,3
1968,louisville,Louisville Cardinals,12/12,5
1968,louisville,Louisville Cardinals,12/19,
1968,louisville,Louisville Cardinals,12/26,
1968,louisville,Louisville Cardinals,1/2,
1968,louisville,Louisville Cardinals,1/9,
1968,louisville,Louisville Cardinals,1/16,
1968,louisville,Louisville Cardinals,1/23,
1968,louisville,Louisville Cardinals,1/30,
1968,louisville,Louisville Cardinals,2/6,
1968,louisville,Louisville Cardinals,2/13,
1968,louisville,Louisville Cardinals,2/20,
1968,louisville,Louisville Cardinals,2/27,9
1968,louisville,Louisville Cardinals,3/5,9
1968,louisville,Louisville Cardinals,Final,9
1967,louisville,Louisville Cardinals,Pre,5
1967,louisville,Louisville Cardinals,12/6,4
1967,louisville,Louisville Cardinals,12/13,3
1967,louisville,Louisville Cardinals,12/20,2
1967,louisville,Louisville Cardinals,12/27,2
1967,louisville,Louisville Cardinals,1/3,2
1967,louisville,Louisville Cardinals,1/10,2
1967,louisville,Louisville Cardinals,1/17,2
1967,louisville,Louisville Cardinals,1/24,4
1967,louisville,Louisville Cardinals,1/31,3
1967,louisville,Louisville Cardinals,2/7,3
1967,louisville,Louisville Cardinals,2/14,2
1967,louisville,Louisville Cardinals,2/21,2
1967,louisville,Louisville Cardinals,2/28,2
1967,louisville,Louisville Cardinals,Final,2
1961,louisville,Louisville Cardinals,12/13,9
1961,louisville,Louisville Cardinals,12/20,5
1961,louisville,Louisville Cardinals,12/27,5
1961,louisville,Louisville Cardinals,1/3,4
1961,louisville,Louisville Cardinals,1/10,4
1961,louisville,Louisville Cardinals,1/17,5
1961,louisville,Louisville Cardinals,1/24,8
1961,louisville,Louisville Cardinals,1/31,8
1961,louisville,Louisville Cardinals,2/7,10
1961,louisville,Louisville Cardinals,2/14,
1961,louisville,Louisville Cardinals,2/21,
1961,louisville,Louisville Cardinals,2/28,
1961,louisville,Louisville Cardinals,Final,
1959,louisville,Louisville Cardinals,12/9,
1959,louisville,Louisville Cardinals,12/16,
1959,louisville,Louisville Cardinals,12/23,
1959,louisville,Louisville Cardinals,12/30,
1959,louisville,Louisville Cardinals,1/6,
1959,louisville,Louisville Cardinals,1/13,
1959,louisville,Louisville Cardinals,1/20,
1959,louisville,Louisville Cardinals,1/27,17
1959,louisville,Louisville Cardinals,2/3,
1959,louisville,Louisville Cardinals,2/10,
1959,louisville,Louisville Cardinals,2/17,
1959,louisville,Louisville Cardinals,2/24,
1959,louisville,Louisville Cardinals,3/2,
1959,louisville,Louisville Cardinals,Final,
1957,louisville,Louisville Cardinals,12/11,4
1957,louisville,Louisville Cardinals,12/18,6
1957,louisville,Louisville Cardinals,12/26,8
1957,louisville,Louisville Cardinals,1/2,6
1957,louisville,Louisville Cardinals,1/8,5
1957,louisville,Louisville Cardinals,1/15,5
1957,louisville,Louisville Cardinals,1/22,4
1957,louisville,Louisville Cardinals,1/29,3
1957,louisville,Louisville Cardinals,2/5,6
1957,louisville,Louisville Cardinals,2/12,8
1957,louisville,Louisville Cardinals,2/19,7
1957,louisville,Louisville Cardinals,2/26,8
1957,louisville,Louisville Cardinals,3/5,6
1957,louisville,Louisville Cardinals,Final,6
1956,louisville,Louisville Cardinals,12/6,
1956,louisville,Louisville Cardinals,12/13,
1956,louisville,Louisville Cardinals,12/20,
1956,louisville,Louisville Cardinals,12/27,11
1956,louisville,Louisville Cardinals,1/3,
1956,louisville,Louisville Cardinals,1/10,13
1956,louisville,Louisville Cardinals,1/17,10
1956,louisville,Louisville Cardinals,1/24,9
1956,louisville,Louisville Cardinals,1/31,5
1956,louisville,Louisville Cardinals,2/7,5
1956,louisville,Louisville Cardinals,2/14,4
1956,louisville,Louisville Cardinals,2/21,3
1956,louisville,Louisville Cardinals,2/28,6
1956,louisville,Louisville Cardinals,3/6,6
1956,louisville,Louisville Cardinals,Final,6
1955,louisville,Louisville Cardinals,12/7,
